serving_size,serving_count,calories,calories_pdv,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrate,dietary_fiber,total_sugars,added_sugars,protein,vitamin_d,vitamin_a,vitamin_c,calcium,iron,potassium,total_fat_pdv,saturated_fat_pdv,trans_fat_pdv,cholesterol_pdv,sodium_pdv,total_carbohydrate_pdv,dietary_fiber_pdv,total_sugars_pdv,added_sugars_pdv,protein_pdv,vitamin_d_pdv,vitamin_a_pdv,vitamin_c_pdv,calcium_pdv,iron_pdv,potassium_pdv,item_id
,,210.0,,10 g,1.5 g,0 g,0 mg,530 mg,8 g,3 g,0 g,,20 g,0.0 µg,8.38 µg,1.3 mg,84.02 mg,5.09 mg,34.21 mg,13,7,,0,23,3,12,2,,40,0,1,1,6,28,1,1070
3 ea (85 g),,100.0,,6 g,,0 g,5 mg,120 mg,8 g,,,,3 g,0.03 µg,17.47 µg,2.43 mg,49.05 mg,0.75 mg,123.77 mg,8,,,2,5,3,,,,7,0,2,3,4,4,3,1071
3 ea (85 g),,110.0,,8 g,,0 g,4 mg,90 mg,9 g,,,,0 g,0.03 µg,14.72 µg,24.56 mg,29.13 mg,0.37 mg,9.15 mg,10,,,1,4,3,,,,2,0,2,27,2,2,0,1078
"1,512 g",,5360.0,,235 g,,0 g,1425 mg,2950 mg,788 g,,,,62 g,8.77 µg,1097.11 µg,1.21 mg,422.91 mg,11.64 mg,1064.45 mg,302,,,475,128,287,,,,125,44,122,1,33,65,23,1077
3.02 ea (86 g),,140.0,,10 g,,0 g,0 mg,90 mg,11 g,,,,2 g,0.0 µg,1.57 µg,2.09 mg,13.83 mg,0.74 mg,106.64 mg,13,,,0,4,4,,,,4,0,0,2,1,4,2,1076
363 g,,450.0,,16 g,,0 g,0 mg,610 mg,72 g,,,,10 g,0.0 µg,188.4 µg,17.17 mg,84.22 mg,4.28 mg,337.19 mg,21,,,0,27,26,,,,20,0,21,19,6,24,7,1073
222 g,,450.0,,16 g,,0 g,70 mg,550 mg,49 g,,,,29 g,0.91 µg,9.26 µg,0.2 mg,43.96 mg,3.49 mg,486.05 mg,20,,,24,24,18,,,,59,5,1,0,3,19,10,1072
85 g,,180.0,,10 g,4.5 g,0 g,60 mg,230 mg,21 g,0 g,7 g,,4 g,0.0 µg,48.93 µg,1.13 mg,31.14 mg,0.7 mg,55.55 mg,13,22,,20,10,7,2,14,,7,0,5,1,2,4,1,1074
85 g,,110.0,,9 g,,0 g,10 mg,100 mg,6 g,,,,1 g,0.02 µg,130.83 µg,16.11 mg,39.34 mg,0.46 mg,178.29 mg,12,,,3,4,2,,,,3,0,15,18,3,3,4,1075
3.47 ea (100 g),,130.0,,9 g,,0 g,0 mg,110 mg,12 g,,,,1 g,0.0 µg,5.5 µg,14.52 mg,13.85 mg,0.59 mg,342.38 mg,12,,,0,5,4,,,,3,0,1,16,1,3,7,1085
272 g,,340.0,,18 g,,0 g,0 mg,850 mg,23 g,,,,22 g,0.0 µg,26.11 µg,45.61 mg,122.24 mg,4.62 mg,326.07 mg,23,,,0,37,9,,,,45,0,3,51,9,26,7,1080
1.93 ea (55 g),,150.0,,3.5 g,,0 g,20 mg,15 mg,25 g,,,,5 g,0.27 µg,35.6 µg,0.03 mg,26.49 mg,1.46 mg,63.27 mg,5,,,7,1,9,,,,10,1,4,0,2,8,1,1082
121 g,,200.0,,5 g,,0 g,0 mg,45 mg,32 g,,,,6 g,0.0 µg,384.34 µg,0.44 mg,16.99 mg,2.07 mg,122.84 mg,6,,,0,2,12,,,,11,0,43,0,1,12,3,1081
165 g,,330.0,,21 g,,0 g,90 mg,140 mg,4 g,,,,30 g,0.0 µg,4.83 µg,8.28 mg,32.39 mg,2.06 mg,394.2 mg,27,,,30,6,1,,,,61,0,1,9,2,11,8,1079
14 g,,100.0,,11 g,,0 g,0 mg,110 mg,0 g,,,,0 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,14,,,0,5,0,,,,0,0,0,0,0,0,0,1084
3.01 ea (85 g),,110.0,,3.5 g,,0 g,0 mg,25 mg,17 g,,,,4 g,0.0 µg,7.55 µg,20.08 mg,18.95 mg,1.22 mg,198.98 mg,4,,,0,1,6,,,,7,0,1,22,1,7,4,1086
,,300.0,,9 g,1.5 g,0 g,0 mg,390 mg,43 g,5 g,4 g,,15 g,0.0 µg,97.61 µg,20.53 mg,292.33 mg,4.4 mg,458.47 mg,12,7,,0,17,16,16,8,,29,0,11,23,22,24,10,1088
283 g,,290.0,,10 g,,0 g,105 mg,240 mg,15 g,,,,37 g,0.0 µg,112.8 µg,25.67 mg,147.16 mg,3.54 mg,895.53 mg,13,,,35,11,6,,,,73,0,13,29,11,20,19,1087
0 g,,280.0,,0 g,0 g,0 g,0 mg,0 mg,75 g,7 g,66 g,,2 g,0.0 µg,7.0 µg,0.0 mg,64.0 mg,0.9 mg,696.0 mg,0,0,,0,0,27,24,,,4,0,1,0,5,5,15,1095
1.83 ea (52 g),,110.0,,6 g,0.5 g,0 g,0 mg,70 mg,13 g,2 g,6 g,,2 g,0.0 µg,0.0 µg,0.35 mg,31.77 mg,0.72 mg,94.21 mg,7,3,,0,3,5,7,12,,4,0,0,0,2,4,2,1096
113 g,,50.0,,2 g,0 g,0 g,0 mg,40 mg,9 g,3 g,5 g,,2 g,0.0 µg,54.69 µg,39.71 mg,41.84 mg,0.67 mg,115.15 mg,2,2,,0,2,3,10,,,3,0,6,44,3,4,2,1107
145 g,,370.0,,22 g,3.5 g,0 g,0 mg,520 mg,35 g,7 g,5 g,,10 g,0.0 µg,53.11 µg,49.21 mg,114.32 mg,2.65 mg,284.07 mg,28,19,,0,22,13,24,,,21,0,6,55,9,15,6,1099
175 g,,0.0,,0 g,0 g,0 g,0 mg,230 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,0,0,,0,10,0,0,,,0,0,0,0,0,0,0,1100
100 g,,190.0,,18 g,2.5 g,0 g,0 mg,75 mg,7 g,2 g,2 g,,2 g,0.0 µg,23.33 µg,17.52 mg,18.91 mg,0.67 mg,101.33 mg,23,12,,0,3,2,7,,,4,0,3,19,1,4,2,1102
0.63 ea (18 g),,90.0,,7 g,3.5 g,0 g,20 mg,5 mg,6 g,0 g,6 g,,0 g,0.1 µg,29.68 µg,0.0 mg,4.46 mg,0.38 mg,5.65 mg,9,18,,7,0,2,1,,,1,1,3,0,0,2,0,1105
174 g,,270.0,,29 g,19 g,1 g,80 mg,240 mg,3 g,2 g,0 g,,0 g,0.0 µg,248.82 µg,26.33 mg,36.05 mg,0.17 mg,41.36 mg,38,93,,26,10,1,8,,,1,0,28,29,3,1,1,1097
273 g,,510.0,,39 g,14 g,0 g,75 mg,710 mg,29 g,2 g,3 g,,11 g,0.19 µg,100.38 µg,4.75 mg,96.1 mg,0.52 mg,140.51 mg,50,69,,25,31,10,6,,,22,1,11,5,7,3,3,1098
279 g,,290.0,,25 g,3.5 g,0 g,0 mg,610 mg,12 g,4 g,6 g,,8 g,0.0 µg,40.43 µg,37.02 mg,188.05 mg,2.37 mg,540.48 mg,33,18,,0,27,4,14,,,15,0,4,41,14,13,11,1101
163 g,,170.0,,9 g,0.5 g,0 g,0 mg,85 mg,20 g,5 g,7 g,,4 g,0.0 µg,27.38 µg,13.66 mg,59.64 mg,2.2 mg,305.05 mg,12,4,,0,4,7,17,,,7,0,3,15,5,12,6,1103
174 g,,150.0,,14 g,1.5 g,0 g,0 mg,25 mg,6 g,0 g,2 g,,0 g,0.0 µg,24.12 µg,4.92 mg,26.62 mg,0.84 mg,73.55 mg,18,8,,0,1,2,3,,,1,0,3,5,2,5,2,1104
438 g,,1020.0,,42 g,25 g,0 g,150 mg,1160 mg,145 g,6 g,46 g,,18 g,0.39 µg,356.79 µg,76.52 mg,736.54 mg,7.36 mg,500.94 mg,54,126,,49,50,53,22,,,36,2,40,85,57,41,11,1106
,,80.0,,5 g,2 g,0 g,210 mg,80 mg,0 g,0 g,0 g,,7 g,1.13 µg,90.72 µg,0.0 mg,31.75 mg,0.99 mg,78.24 mg,7,9,,70,4,0,0,0,,14,6,10,0,2,6,2,1183
,,300.0,,4 g,1 g,0 g,0 mg,95 mg,56 g,2 g,11 g,,10 g,0.94 µg,0.26 µg,5.65 mg,122.21 mg,2.98 mg,173.07 mg,5,4,,0,4,20,7,22,,21,5,0,6,9,17,4,1169
3.72 ea (105 g),,360.0,,13 g,9 g,0 g,50 mg,50 mg,54 g,2 g,28 g,,6 g,0.0 µg,60.82 µg,2.24 mg,30.94 mg,2.25 mg,196.55 mg,17,47,,16,2,20,8,56,,11,0,7,2,2,13,4,1188
,,30.0,,0 g,0 g,0 g,0 mg,10 mg,8 g,0 g,7 g,,0 g,0.0 µg,64.02 µg,27.64 mg,7.47 mg,0.18 mg,183.33 mg,0,0,,0,0,3,3,14,,1,0,7,31,1,1,4,1187
,,130.0,,0 g,0 g,0 g,0 mg,45 mg,36 g,0 g,12 g,,0 g,0.0 µg,0.0 µg,0.0 mg,1.73 mg,0.02 mg,8.67 mg,0,0,,0,2,13,0,25,,0,0,0,0,0,0,0,1184
,,110.0,,2 g,0 g,0 g,0 mg,5 mg,19 g,3 g,0 g,,5 g,0.0 µg,0.0 µg,0.0 mg,20.78 mg,1.34 mg,123.44 mg,3,2,,0,0,7,11,0,,10,0,0,0,2,7,3,1168
57 g,,280.0,,20 g,2 g,0 g,0 mg,15 mg,19 g,12 g,5 g,,9 g,0.01 µg,1.5 µg,0.46 mg,403.63 mg,3.95 mg,221.38 mg,26,11,,0,1,7,45,10,,18,0,0,1,31,22,5,1182
144 g,,70.0,,2 g,1 g,0 g,4 mg,50 mg,10 g,0 g,9 g,,4 g,0.0 µg,9.32 µg,0.68 mg,137.66 mg,0.27 mg,172.57 mg,3,4,,1,2,4,3,18,,8,0,1,1,11,2,4,1185
,,0.0,,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,1186
65 g,,45.0,,2.5 g,0 g,0 g,0 mg,10 mg,5 g,2 g,2 g,,2 g,0.0 µg,106.46 µg,11.49 mg,64.27 mg,0.96 mg,128.38 mg,3,2,,0,0,2,6,5,,3,0,12,13,5,5,3,961
1.64 ea (46 g),,200.0,,8 g,2 g,0 g,10 mg,80 mg,31 g,0 g,17 g,,2 g,0.08 µg,5.17 µg,0.0 mg,6.12 mg,1.44 mg,74.18 mg,10,11,,4,4,11,1,33,,4,0,1,0,0,8,2,1180
,,120.0,,6 g,1.5 g,0 g,0 mg,50 mg,13 g,2 g,6 g,,2 g,0.0 µg,0.13 µg,0.14 mg,18.85 mg,0.72 mg,87.9 mg,8,7,,0,2,5,7,12,,5,0,0,0,1,4,2,1268
84 g,,30.0,,0 g,0 g,0 g,0 mg,10 mg,8 g,0 g,7 g,,0 g,0.0 µg,64.02 µg,27.64 mg,7.47 mg,0.18 mg,183.33 mg,0,0,,0,0,3,3,14,,1,0,7,31,1,1,4,1179
152 g,,90.0,,0 g,0 g,0 g,0 mg,0 mg,24 g,4 g,16 g,,0 g,0.0 µg,6.84 µg,25.49 mg,21.55 mg,0.24 mg,279.92 mg,0,0,,0,0,9,14,32,,2,0,1,28,2,1,6,1178
,,280.0,,8 g,4.5 g,0 g,25 mg,670 mg,38 g,11 g,2 g,,14 g,0.15 µg,62.86 µg,2.03 mg,221.9 mg,1.28 mg,120.98 mg,11,24,,9,29,14,40,3,,29,1,7,2,17,7,3,1164
333 g,,630.0,,52 g,7 g,0 g,0 mg,220 mg,34 g,11 g,6 g,,13 g,0.0 µg,290.61 µg,35.36 mg,91.04 mg,4.7 mg,702.76 mg,67,37,,0,10,12,39,11,,27,0,32,39,7,26,15,1177
3.75 ea (106 g),,110.0,,5 g,2.5 g,0 g,10 mg,310 mg,10 g,2 g,1 g,,8 g,0.07 µg,298.1 µg,37.42 mg,240.27 mg,1.26 mg,317.37 mg,6,13,,3,13,4,8,3,,16,0,33,42,18,7,7,1152
,,270.0,,22 g,8 g,0 g,75 mg,630 mg,0 g,0 g,0 g,,18 g,0.0 µg,150.0 µg,3.6 mg,0.0 mg,6.31 mg,0.0 mg,28,40,,25,27,0,4,0,,36,0,17,4,0,35,0,1175
28 g,,70.0,,0 g,0 g,0 g,0 mg,25 mg,17 g,0 g,6 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.85 mg,0.01 mg,4.26 mg,0,0,,0,1,6,0,12,,0,0,0,0,0,0,0,1174
,,280.0,,20 g,2 g,0 g,0 mg,15 mg,19 g,12 g,5 g,,9 g,0.01 µg,1.5 µg,0.46 mg,403.63 mg,3.95 mg,221.38 mg,26,11,,0,1,7,45,10,,18,0,0,1,31,22,5,1173
,,160.0,,11 g,2 g,0 g,0 mg,170 mg,9 g,0 g,0 g,,4 g,0.0 µg,12.32 µg,18.19 mg,210.17 mg,0.6 mg,50.47 mg,15,9,,0,8,3,1,2,,9,0,1,20,16,3,1,1170
,,360.0,,27 g,5 g,0 g,75 mg,210 mg,4 g,0 g,0 g,,26 g,0.0 µg,29.08 µg,11.47 mg,41.66 mg,2.39 mg,408.85 mg,34,24,,25,9,1,3,1,,52,0,3,13,3,13,9,1171
,,140.0,,2.5 g,0.5 g,0 g,0 mg,35 mg,26 g,0 g,5 g,,4 g,0.35 µg,0.15 µg,2.31 mg,45.29 mg,1.23 mg,70.13 mg,3,3,,0,1,9,3,10,,8,2,0,3,3,7,1,1172
,,350.0,,23 g,10 g,0 g,0 mg,760 mg,11 g,4 g,0 g,,24 g,0.0 µg,70.63 µg,0.0 mg,1926.14 mg,0.0 mg,0.0 mg,29,49,,0,33,4,15,0,,48,0,8,0,148,0,0,1176
147 g,,280.0,,8 g,4.5 g,0 g,25 mg,670 mg,38 g,11 g,2 g,,14 g,0.15 µg,62.86 µg,2.03 mg,221.9 mg,1.28 mg,120.98 mg,11,24,,9,29,14,40,3,,29,1,7,2,17,7,3,1163
144 g,,70.0,,2 g,1 g,0 g,4 mg,50 mg,10 g,0 g,9 g,,4 g,0.0 µg,9.32 µg,0.68 mg,137.66 mg,0.27 mg,172.57 mg,3,4,,1,2,4,3,18,,8,0,1,1,11,2,4,1150
,,220.0,,9 g,5 g,0 g,20 mg,60 mg,32 g,3 g,19 g,,2 g,0.0 µg,66.49 µg,4.2 mg,33.44 mg,1.14 mg,47.71 mg,11,25,,7,3,12,10,38,,5,0,7,5,3,6,1,1181
,,100.0,,0.5 g,0 g,0 g,0 mg,0 mg,21 g,1 g,0 g,,3 g,0.0 µg,0.0 µg,0.0 mg,1.7 mg,0.68 mg,0.57 mg,1,0,,0,0,8,5,0,,5,0,0,0,0,4,0,1162
4 ea (113 g),,40.0,,0 g,0 g,0 g,0 mg,35 mg,8 g,3 g,2 g,,3 g,0.0 µg,35.03 µg,100.8 mg,53.11 mg,0.82 mg,357.08 mg,1,0,,0,2,3,11,4,,6,0,4,112,4,5,8,1161
163 g,,190.0,,14 g,5 g,1 g,50 mg,50 mg,3 g,0 g,2 g,,12 g,0.07 µg,14.38 µg,4.79 mg,21.4 mg,1.48 mg,283.44 mg,18,26,,16,2,1,3,3,,25,0,2,5,2,8,6,1159
,,320.0,,4.5 g,0 g,0 g,0 mg,530 mg,60 g,7 g,6 g,,14 g,0.0 µg,0.0 µg,0.0 mg,130.27 mg,4.44 mg,500.45 mg,6,2,,0,23,22,25,12,,28,0,0,0,10,25,11,1158
,,480.0,,21 g,10 g,0 g,0 mg,750 mg,42 g,5 g,3 g,,33 g,0.0 µg,0.0 µg,62.88 mg,279.69 mg,6.69 mg,187.01 mg,27,50,,0,32,15,17,7,,65,0,0,70,22,37,4,1157
,,190.0,,4 g,1 g,0 g,115 mg,85 mg,0 g,0 g,0 g,,35 g,0.0 µg,14.22 µg,0.0 mg,9.61 mg,0.62 mg,528.68 mg,5,4,,38,4,0,0,0,,71,0,2,0,1,3,11,1156
,,340.0,,23 g,5 g,0 g,0 mg,550 mg,29 g,6 g,7 g,,10 g,0.0 µg,467.44 µg,113.13 mg,594.37 mg,14.66 mg,688.34 mg,29,27,,0,24,11,20,14,,20,0,52,126,46,81,15,619
1.06 ea (30 g),,150.0,,16 g,1.5 g,0 g,0 mg,160 mg,2 g,0 g,0 g,,0 g,0.0 µg,12.89 µg,2.72 mg,3.49 mg,0.14 mg,18.29 mg,21,8,,0,7,1,1,1,,0,0,1,3,0,1,0,1160
3.09 ea (87 g),,310.0,,9 g,2 g,0 g,0 mg,190 mg,56 g,3 g,40 g,,5 g,0.09 µg,0.0 µg,0.51 mg,96.94 mg,1.99 mg,208.15 mg,11,11,,0,8,21,11,81,,10,0,0,1,7,11,4,1166
,,0.0,,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,1165
45 g,,150.0,,5 g,2.5 g,0 g,0 mg,80 mg,26 g,0 g,17 g,,1 g,0.0 µg,0.91 µg,2.38 mg,15.93 mg,0.58 mg,27.92 mg,7,13,,0,3,9,3,34,,2,0,0,3,1,3,1,1167
,,440.0,,24 g,12 g,0 g,95 mg,540 mg,30 g,3 g,3 g,,24 g,0.38 µg,231.7 µg,6.37 mg,450.01 mg,3.26 mg,413.52 mg,31,62,,31,24,11,12,7,,49,2,26,7,35,18,9,1155
,,70.0,,1 g,0 g,0 g,0 mg,40 mg,14 g,2 g,2 g,,2 g,0.0 µg,92.82 µg,23.64 mg,14.08 mg,0.67 mg,388.41 mg,1,1,,0,2,5,7,4,,4,0,10,26,1,4,8,1213
,,200.0,,6 g,5 g,0 g,0 mg,10 mg,34 g,5 g,10 g,,4 g,0.0 µg,1.28 µg,0.29 mg,25.46 mg,1.78 mg,242.19 mg,8,27,,0,0,12,19,19,,7,0,0,0,2,10,5,1211
,,70.0,,2 g,0.5 g,0 g,0 mg,210 mg,0 g,0 g,0 g,,12 g,0.0 µg,0.02 µg,0.0 mg,8.17 mg,0.09 mg,183.92 mg,3,3,,0,9,0,0,2,,25,0,0,0,1,1,4,1212
,,330.0,,6 g,0.5 g,0 g,0 mg,10 mg,58 g,6 g,0 g,,13 g,0.0 µg,0.91 µg,0.0 mg,46.72 mg,4.15 mg,512.11 mg,7,3,,0,0,21,23,0,,26,0,0,0,4,23,11,1205
163 g,,190.0,,14 g,5 g,1 g,50 mg,50 mg,3 g,0 g,2 g,,12 g,0.07 µg,14.38 µg,4.79 mg,21.4 mg,1.48 mg,283.44 mg,18,26,,16,2,1,3,3,,25,0,2,5,2,8,6,1293
,,60.0,,5 g,0 g,0 g,0 mg,15 mg,5 g,1 g,3 g,,2 g,0.0 µg,14.67 µg,24.75 mg,24.48 mg,0.57 mg,362.61 mg,6,2,,0,1,2,5,7,,3,0,2,28,2,3,8,1203
,,80.0,,5 g,0.5 g,0 g,0 mg,230 mg,9 g,5 g,0 g,,2 g,0.0 µg,0.93 µg,5.87 mg,18.85 mg,0.56 mg,233.09 mg,7,4,,0,10,3,17,2,,5,0,0,7,1,3,5,1208
2 ea (57 g),,50.0,,0.5 g,0 g,0 g,0 mg,5 mg,8 g,4 g,0 g,,4 g,0.0 µg,2.89 µg,1.75 mg,10.49 mg,1.06 mg,16.08 mg,1,0,,0,0,3,15,1,,7,0,0,2,1,6,0,1207
3 ea (85 g),,130.0,,6 g,1 g,0 g,0 mg,35 mg,15 g,2 g,2 g,,4 g,0.0 µg,34.47 µg,7.97 mg,20.12 mg,1.42 mg,172.19 mg,8,4,,0,2,5,9,3,,7,0,4,9,2,8,4,1206
1.06 ea (30 g),,150.0,,16 g,1.5 g,0 g,0 mg,160 mg,2 g,0 g,0 g,,0 g,0.0 µg,12.89 µg,2.72 mg,3.49 mg,0.14 mg,18.29 mg,21,8,,0,7,1,1,1,,0,0,1,3,0,1,0,1294
,,70.0,,6 g,1 g,0 g,0 mg,35 mg,4 g,1 g,0 g,,2 g,0.0 µg,0.41 µg,1.23 mg,16.47 mg,0.56 mg,59.56 mg,7,4,,0,1,1,4,1,,4,0,0,1,1,3,1,1209
,,40.0,,0.5 g,0 g,0 g,0 mg,135 mg,6 g,4 g,0 g,,5 g,0.0 µg,758.55 µg,45.45 mg,160.6 mg,4.4 mg,903.86 mg,1,1,,0,6,2,13,1,,9,0,84,51,12,24,19,1204
,,690.0,,39 g,12 g,0 g,80 mg,2230 mg,57 g,15 g,10 g,,29 g,0.8 µg,262.15 µg,27.18 mg,184.43 mg,2.43 mg,332.23 mg,50,58,,27,97,21,54,20,,58,4,29,30,14,14,7,1210
324 g,,550.0,,39 g,5 g,0 g,0 mg,460 mg,45 g,8 g,13 g,,9 g,0.0 µg,11.21 µg,13.71 mg,122.08 mg,4.21 mg,757.16 mg,50,25,,0,20,16,30,26,,18,0,1,15,9,23,16,1306
,,880.0,,100 g,14 g,0 g,0 mg,0 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,1.0 mg,0.56 mg,1.0 mg,128,69,,0,0,0,0,0,,0,0,0,0,0,3,0,1286
,,130.0,,14 g,1.5 g,0 g,0 mg,150 mg,2 g,0 g,0 g,,0 g,0.0 µg,2.08 µg,0.82 mg,1.63 mg,0.03 mg,8.16 mg,19,7,,0,7,1,1,1,,0,0,0,1,0,0,0,1201
100 g,,220.0,,9 g,1.5 g,0 g,100 mg,150 mg,0 g,0 g,0 g,,31 g,0.0 µg,31.76 µg,5.5 mg,16.45 mg,0.84 mg,490.06 mg,12,8,,33,7,0,1,1,,62,0,4,6,1,5,10,1199
246 g,,70.0,,2 g,0 g,0 g,0 mg,1210 mg,12 g,3 g,1 g,,3 g,0.0 µg,107.28 µg,17.52 mg,40.1 mg,0.93 mg,276.55 mg,2,1,,0,53,4,11,3,,7,0,12,19,3,5,6,1198
,,260.0,,8 g,2.5 g,0 g,0 mg,360 mg,38 g,4 g,4 g,,8 g,0.0 µg,99.18 µg,6.96 mg,78.9 mg,2.6 mg,278.05 mg,11,13,,0,16,14,15,8,,16,0,11,8,6,14,6,1200
60 g,,30.0,,1.5 g,0 g,0 g,0 mg,0 mg,2 g,0 g,0 g,,0 g,0.05 µg,0.14 µg,0.99 mg,3.66 mg,0.2 mg,93.37 mg,2,1,,0,0,1,1,1,,2,0,0,1,0,1,2,1197
155 g,,110.0,,9 g,1 g,0 g,0 mg,20 mg,7 g,2 g,4 g,,2 g,0.0 µg,38.07 µg,25.68 mg,27.57 mg,0.6 mg,342.49 mg,11,6,,0,1,3,9,9,,3,0,4,29,2,3,7,1285
285 g,,120.0,,0 g,0 g,0 g,0 mg,270 mg,27 g,8 g,19 g,,5 g,0.0 µg,5.67 µg,13.94 mg,45.49 mg,2.28 mg,923.83 mg,1,0,,0,12,10,28,38,,9,0,1,15,3,13,20,1283
85 g,,100.0,,4 g,0.5 g,0 g,0 mg,25 mg,14 g,2 g,0 g,,2 g,0.0 µg,0.07 µg,15.83 mg,10.78 mg,0.7 mg,344.71 mg,5,3,,0,1,5,6,1,,3,0,0,18,1,4,7,1196
344 g,,400.0,,32 g,4.5 g,0 g,0 mg,50 mg,23 g,4 g,19 g,,7 g,0.0 µg,81.73 µg,26.25 mg,144.51 mg,1.86 mg,616.45 mg,41,23,,0,2,9,13,38,,14,0,9,29,11,10,13,1281
415 g,,710.0,,50 g,17 g,0 g,75 mg,880 mg,44 g,4 g,19 g,,24 g,0.42 µg,249.21 µg,26.15 mg,521.95 mg,2.45 mg,595.94 mg,64,86,,25,38,16,14,39,,47,2,28,29,40,14,13,1280
0 g,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195
126 g,,90.0,,8 g,1 g,0 g,0 mg,110 mg,5 g,2 g,2 g,,3 g,0.0 µg,57.03 µg,10.27 mg,32.81 mg,2.48 mg,241.24 mg,10,6,,0,5,2,9,4,,5,0,6,11,3,14,5,1284
185 g,,570.0,,49 g,4 g,0 g,15 mg,135 mg,0 g,0 g,0 g,,31 g,0.0 µg,44.14 µg,0.87 mg,18.22 mg,4.16 mg,529.4 mg,62,21,,5,6,0,1,0,,62,0,5,1,1,23,11,1282
0.91 ea (26 g),,100.0,,5 g,0.5 g,0 g,0 mg,45 mg,12 g,2 g,6 g,,2 g,0.0 µg,0.12 µg,0.13 mg,17.4 mg,0.67 mg,80.34 mg,7,3,,0,2,4,6,12,,4,0,0,0,1,4,2,1226
,,110.0,,4 g,0 g,0 g,0 mg,35 mg,18 g,2 g,1 g,,2 g,0.0 µg,13.09 µg,9.91 mg,12.89 mg,0.92 mg,510.51 mg,5,2,,0,1,6,7,3,,4,0,1,11,1,5,11,169
,,350.0,,14 g,4 g,0 g,225 mg,500 mg,41 g,3 g,5 g,,16 g,0.1 µg,32.2 µg,0.12 mg,158.36 mg,3.64 mg,28.49 mg,18,21,,74,22,15,11,11,,33,1,4,0,12,20,1,1225
,,280.0,,13 g,5 g,0 g,225 mg,370 mg,26 g,3 g,1 g,,16 g,1.22 µg,135.2 µg,0.0 mg,239.69 mg,2.68 mg,203.71 mg,17,25,,75,16,9,9,3,,31,6,15,0,18,15,4,1271
,,200.0,,18 g,1.5 g,0 g,0 mg,740 mg,0 g,0 g,0 g,,8 g,0.0 µg,6.53 µg,1.54 mg,472.44 mg,1.05 mg,18.13 mg,23,8,,0,32,0,1,0,,16,0,1,2,36,6,0,1224
45 g,,560.0,,54 g,18 g,0 g,90 mg,890 mg,2 g,0 g,1 g,,17 g,0.54 µg,14.86 µg,0.0 mg,6.76 mg,0.55 mg,267.57 mg,69,90,,30,39,1,0,3,,34,3,2,0,1,3,6,1227
,,250.0,,14 g,2 g,0 g,0 mg,400 mg,24 g,1 g,2 g,,7 g,0.0 µg,12.33 µg,18.19 mg,260.7 mg,1.63 mg,91.71 mg,18,11,,0,18,9,4,3,,14,0,1,20,20,9,2,1272
166 g,,160.0,,11 g,2 g,0 g,3 mg,50 mg,14 g,5 g,7 g,,4 g,0.0 µg,52.17 µg,27.76 mg,214.56 mg,2.67 mg,426.09 mg,14,10,,1,2,5,17,14,,9,0,6,31,17,15,9,1307
,,35.0,,2 g,0 g,0 g,0 mg,180 mg,3 g,1 g,1 g,,2 g,0.0 µg,261.73 µg,53.14 mg,125.54 mg,1.0 mg,304.05 mg,3,1,,0,8,1,4,3,,4,0,29,59,10,6,6,1221
267 g,,120.0,,2 g,0 g,0 g,0 mg,230 mg,22 g,7 g,5 g,,6 g,0.0 µg,122.55 µg,26.03 mg,60.56 mg,2.51 mg,557.07 mg,2,1,,0,10,8,25,10,,12,0,14,29,5,14,12,1217
,,190.0,,7 g,2.5 g,0 g,80 mg,340 mg,4 g,0 g,3 g,,28 g,0.13 µg,13.05 µg,1.0 mg,13.71 mg,2.94 mg,449.1 mg,9,12,,27,15,1,1,6,,55,1,1,1,1,16,10,1218
,,170.0,,5 g,0.5 g,0 g,0 mg,790 mg,9 g,3 g,3 g,,20 g,0.0 µg,1.16 µg,0.98 mg,45.49 mg,3.62 mg,29.73 mg,7,3,,0,34,3,11,6,,40,0,0,1,3,20,1,1219
,,140.0,,4 g,2.5 g,0 g,15 mg,320 mg,19 g,6 g,0 g,,7 g,0.07 µg,40.43 µg,1.65 mg,110.14 mg,0.71 mg,65.63 mg,5,12,,4,14,7,20,2,,14,0,4,2,8,4,1,1223
,,15.0,,0 g,0 g,0 g,0 mg,300 mg,3 g,0 g,2 g,,0 g,0.0 µg,18.06 µg,3.77 mg,2.52 mg,0.23 mg,44.94 mg,0,0,,0,13,1,1,4,,1,0,2,4,0,1,1,1222
